Indicador;Data;Media;Mediana;DesvioPadrao;Minimo;Maximo
IGP-M;2021-10-14;5,2055;5,2247;1,3907;2,0348;8,5763
IGP-M;2021-10-14;4,8822;4,7876;1,2521;1,2199;8,404
IGP-M;2021-10-14;5,0981;4,9776;1,2294;2,0348;8,5821
IGP-M;2021-10-15;4,8741;4,8428;1,4041;1,2199;8,255
IGP-M;2021-10-15;5,1307;5,0577;1,3376;2,0859;8,5964
IGP-M;2021-10-15;4,8863;4,768;1,2628;1,2199;8,404
IGP-M;2021-10-15;5,1216;4,9559;1,2416;2,0859;8,5964
IGP-M;2021-10-18;4,9992;4,9063;1,3229;1,241;8,255
IGP-M;2021-10-18;5,2734;5,1481;1,2691;2,2497;8,6568
IGP-M;2021-10-18;4,9179;4,768;1,2083;1,241;8,255
IGP-M;2021-10-18;5,1918;4,9927;1,202;2,2497;8,6568
IGP-M;2021-10-19;5,191;4,9925;1,4579;1,241;8,255
IGP-M;2021-10-19;5,4429;5,1502;1,3912;2,3004;8,6769
IGP-M;2021-10-19;4,9714;4,8428;1,2141;1,241;8,255
IGP-M;2021-10-19;5,2572;5,0577;1,208;2,3004;8,6769
IGP-M;2021-10-20;5,2184;4,9925;1,387;1,241;8,255
IGP-M;2021-10-20;5,4626;5,194;1,308;2,3511;8,697
IGP-M;2021-10-20;5,0135;4,9021;1,2285;1,241;8,255
IGP-M;2021-10-20;5,2903;5,1414;1,2126;2,3511;8,697
IGP-M;2021-10-21;5,157;4,9455;1,3015;1,241;8,255
IGP-M;2021-10-21;5,4015;5,1899;1,2281;2,4019;8,7172
IGP-M;2021-10-21;5,008;4,9063;1,2022;1,241;8,255
IGP-M;2021-10-21;5,3122;5,1899;1,1736;2,4019;8,7172
IGP-M;2021-10-22;5,4014;5,2206;1,3651;1,241;10,5771
IGP-M;2021-10-22;5,6675;5,3816;1,3433;2,4526;11,3897
IGP-M;2021-10-22;5,3418;5,1935;1,3333;1,241;10,5771
IGP-M;2021-10-22;5,6387;5,3872;1,3096;2,4526;11,3897
IGP-M;2021-10-25;5,4203;5,2153;1,3692;2,6739;10,5771
IGP-M;2021-10-25;5,6995;5,4304;1,3891;2,8247;11,4917
IGP-M;2021-10-25;5,3558;5,2033;1,3101;2,6739;10,5771
IGP-M;2021-10-25;5,679;5,4318;1,3348;2,8247;11,4917
IGP-M;2021-10-26;5,3889;5,2098;1,3465;2,6739;10,5771
IGP-M;2021-10-26;5,6673;5,408;1,3645;2,8303;11,5257
IGP-M;2021-10-26;5,3764;5,2152;1,2992;2,6739;10,5771
IGP-M;2021-10-26;5,7076;5,4467;1,324;2,8303;11,5257
IGP-M;2021-10-27;5,4172;5,2718;1,3517;2,6739;10,5771
IGP-M;2021-10-27;5,7098;5,4615;1,3794;2,8359;11,5598
IGP-M;2021-10-27;5,3933;5,2207;1,2997;2,6739;10,5771
IGP-M;2021-10-27;5,7305;5,4725;1,3299;2,8359;11,5598
IGP-M;2021-10-28;5,9117;5,8186;1,3838;2,8359;11,5598
IGP-M;2021-10-28;5,9043;5,8182;1,3831;2,8354;11,5525
IGP-M;2021-10-28;5,7922;5,6056;1,3158;2,8359;11,5598
IGP-M;2021-10-28;5,7869;5,5968;1,315;2,8354;11,5525
IGP-M;2021-10-29;6,136;6,1128;1,727;2,8359;11,5598
IGP-M;2021-10-29;6,1161;6,093;1,7261;2,835;11,5452
IGP-M;2021-10-29;5,852;5,6728;1,3076;2,8359;11,5598
IGP-M;2021-10-29;5,8391;5,6645;1,3056;2,835;11,5452
IGP-M;2021-11-01;6,2979;6,3943;1,7171;3,8631;11,5598
IGP-M;2021-11-01;6,2413;6,2956;1,7189;3,8509;11,5235
IGP-M;2021-11-01;5,8553;5,6364;1,2966;3,2675;11,5598
IGP-M;2021-11-01;5,8224;5,6087;1,2924;3,2804;11,5235
IGP-M;2021-11-03;6,1417;6,2536;1,3195;3,8631;9,7269
IGP-M;2021-11-03;6,0595;6,1499;1,3249;3,8441;9,7103
IGP-M;2021-11-03;5,8772;5,6364;1,303;3,2675;11,5598
IGP-M;2021-11-03;5,8268;5,5976;1,2967;3,2855;11,5089
IGP-M;2021-11-04;6,136;6,3943;1,2809;3,8631;9,7269
IGP-M;2021-11-04;6,0452;6,2364;1,2826;3,8408;9,7079
IGP-M;2021-11-04;5,8761;5,6224;1,2995;3,2675;11,5598
IGP-M;2021-11-04;5,8194;5,5599;1,2921;3,2881;11,5017
IGP-M;2021-11-05;6,0413;6,2868;1,2557;3,8631;9,7269
IGP-M;2021-11-05;5,9375;6,1804;1,2467;3,8374;9,7055
IGP-M;2021-11-05;5,9715;5,8816;1,3047;3,2675;11,5598
IGP-M;2021-11-05;5,9017;5,8786;1,293;3,2907;11,4944
IGP-M;2021-11-08;6,2128;6,3406;1,2208;3,9154;9,7269
IGP-M;2021-11-08;6,0555;6,1611;1,205;3,861;9,6984
IGP-M;2021-11-08;6,0266;5,9594;1,3248;3,2675;11,5598
IGP-M;2021-11-08;5,9229;5,874;1,299;3,2984;11,4726
IGP-M;2021-11-09;6,222;6,3943;1,1805;3,9154;9,7269
IGP-M;2021-11-09;6,0439;6,1593;1,1694;3,8565;9,696
IGP-M;2021-11-09;6,0363;6,0227;1,3261;3,2675;11,5598
IGP-M;2021-11-09;5,9212;5,8805;1,2989;3,301;11,4654
IGP-M;2021-11-10;6,2278;6,4662;1,1935;3,9154;9,7269
IGP-M;2021-11-10;6,0308;6,1655;1,16;3,852;9,6936
IGP-M;2021-11-10;6,0363;6,0227;1,3312;3,2675;11,5598
IGP-M;2021-11-10;5,915;5,8733;1,2961;3,3036;11,4581
IGP-M;2021-11-11;6,2745;6,4124;1,3689;3,9154;9,9171
IGP-M;2021-11-11;6,0496;6,1448;1,3089;3,8475;9,6913
IGP-M;2021-11-11;6,084;6,0395;1,3957;3,2675;11,5598
IGP-M;2021-11-11;5,9488;5,8541;1,345;3,3062;11,4509
IGP-M;2021-11-12;6,1949;6,3175;1,4357;3,2675;9,9171
IGP-M;2021-11-12;5,9206;6,0169;1,2964;3,3087;9,2933
IGP-M;2021-11-12;6,1162;6,0395;1,3966;3,2675;11,5598
IGP-M;2021-11-12;5,9661;5,8364;1,3385;3,3087;11,4436
IGP-M;2021-11-16;5,9738;5,8989;1,3504;3,2675;9,9171
IGP-M;2021-11-16;5,6485;5,6371;1,1366;3,319;9,1379
IGP-M;2021-11-16;6,1299;6,0329;1,4005;3,2675;11,5598
IGP-M;2021-11-16;5,9404;5,8241;1,332;3,319;11,4146
IGP-M;2021-11-17;5,9003;5,7932;1,4813;3,2675;9,9171
IGP-M;2021-11-17;5,6112;5,624;1,2949;3,3216;9,0991
IGP-M;2021-11-17;6,1159;6,0161;1,4294;3,2675;11,5598
IGP-M;2021-11-17;5,9193;5,8205;1,3566;3,3216;11,4073
IGP-M;2021-11-18;6,0855;6,1926;1,3127;3,7097;9,9171
IGP-M;2021-11-18;5,8038;5,9073;1,1459;3,6104;9,0603
IGP-M;2021-11-18;6,1681;6,1394;1,4032;3,7097;11,5598
IGP-M;2021-11-18;5,9603;5,8984;1,3329;3,6104;11,4001
IGP-M;2021-11-19;5,7067;5,7425;1,3273;3,655;12,1458
IGP-M;2021-11-19;5,5728;5,5978;1,202;3,6058;11,5571
IGP-M;2021-11-19;5,8875;5,8214;1,4668;3,655;12,1458
IGP-M;2021-11-19;5,7612;5,605;1,3508;3,6058;11,5571
IGP-M;2021-11-22;5,7037;5,6598;1,4898;3,655;12,1458
IGP-M;2021-11-22;5,5955;5,5228;1,3698;3,5923;11,4805
IGP-M;2021-11-22;5,898;5,8214;1,5056;3,655;12,1458
IGP-M;2021-11-22;5,7643;5,5825;1,3738;3,5923;11,4805
IGP-M;2021-11-23;5,736;5,6604;1,5309;3,655;12,1458
IGP-M;2021-11-23;5,6237;5,5204;1,4109;3,5878;11,455
IGP-M;2021-11-23;5,9175;5,8495;1,5053;3,655;12,1458
IGP-M;2021-11-23;5,7811;5,6073;1,3739;3,5878;11,455
IGP-M;2021-11-24;5,7425;5,6289;1,582;3,655;12,1458
IGP-M;2021-11-24;5,6498;5,5178;1,4887;3,6565;11,4295
IGP-M;2021-11-24;5,9383;5,8495;1,5695;3,655;12,1458
IGP-M;2021-11-24;5,7978;5,6118;1,4434;3,5833;11,4295
IGP-M;2021-11-25;5,7242;5,449;1,6465;3,655;12,1458
IGP-M;2021-11-25;5,6305;5,5215;1,5427;3,6365;11,404
IGP-M;2021-11-25;5,919;5,8214;1,5707;3,655;12,1458
IGP-M;2021-11-25;5,7709;5,5556;1,437;3,5788;11,404
IGP-M;2021-11-26;5,9437;5,6603;1,763;3,7731;10,396
IGP-M;2021-11-26;5,7907;5,398;1,749;3,6166;10,0666
IGP-M;2021-11-26;5,8985;5,8214;1,562;3,655;12,1458
IGP-M;2021-11-26;5,7592;5,552;1,4334;3,5743;11,3785
IGP-M;2021-11-29;5,8439;5,5448;1,8082;3,2019;10,0447
IGP-M;2021-11-29;5,8414;5,5378;1,807;3,2028;10,0457
IGP-M;2021-11-29;5,7298;5,5509;1,4573;3,2019;11,3276
IGP-M;2021-11-29;5,7268;5,5436;1,4533;3,2028;11,3066
IGP-M;2021-11-30;5,757;5,4351;1,8188;3,2019;10,0447
IGP-M;2021-11-30;5,7532;5,4299;1,8174;3,2038;10,0468
IGP-M;2021-11-30;5,7298;5,5509;1,4573;3,2019;11,3276
IGP-M;2021-11-30;5,7238;5,5377;1,4494;3,2038;11,2857
IGP-M;2021-12-01;5,7513;5,4024;1,7611;3,2019;10,0447
IGP-M;2021-12-01;5,7469;5,3907;1,758;3,2048;10,0478
IGP-M;2021-12-01;5,7281;5,5509;1,4582;3,2019;11,3276
IGP-M;2021-12-01;5,7197;5,5366;1,4461;3,2048;11,2647
IGP-M;2021-12-02;5,7203;5,4204;1,5435;3,2019;10,0447
IGP-M;2021-12-02;5,7163;5,3895;1,541;3,2057;10,0489
IGP-M;2021-12-02;5,6895;5,5453;1,4176;3,2019;11,3276
IGP-M;2021-12-02;5,68;5,5217;1,4041;3,2057;11,2438
IGP-M;2021-12-03;5,6621;5,4383;1,4881;2,9269;11,3276
IGP-M;2021-12-03;5,6573;5,4156;1,4747;2,8206;11,2229
IGP-M;2021-12-03;5,6669;5,5328;1,4199;2,9269;11,3276
IGP-M;2021-12-03;5,6548;5,5147;1,4059;2,8206;11,2229
IGP-M;2021-12-06;5,6503;5,4319;1,5095;2,9269;11,3276
IGP-M;2021-12-06;5,6315;5,3905;1,4791;2,7569;11,1601
IGP-M;2021-12-06;5,6304;5,4856;1,4109;2,9269;11,3276
IGP-M;2021-12-06;5,6142;5,4494;1,3916;2,7569;11,1601
IGP-M;2021-12-07;5,6192;5,4319;1,4769;2,6143;11,3276
IGP-M;2021-12-07;5,6017;5,3876;1,4349;2,7356;11,1392
IGP-M;2021-12-07;5,6271;5,4642;1,4149;2,6143;11,3276
IGP-M;2021-12-07;5,6119;5,4263;1,3858;2,7356;11,1392
IGP-M;2021-12-08;5,6089;5,4383;1,5043;2,6143;11,3276
IGP-M;2021-12-08;5,5939;5,4059;1,4515;2,7144;11,1183
IGP-M;2021-12-08;5,5994;5,4383;1,427;2,6143;11,3276
IGP-M;2021-12-08;5,5876;5,4059;1,389;2,7144;11,1183
IGP-M;2021-12-09;5,5256;5,3949;1,5456;2,6143;11,3276
IGP-M;2021-12-09;5,512;5,374;1,4901;2,6931;11,0973
IGP-M;2021-12-09;5,5991;5,4383;1,4272;2,6143;11,3276
IGP-M;2021-12-09;5,586;5,4039;1,3863;2,6931;11,0973
IGP-M;2021-12-10;5,0898;5,3254;1,3511;2,6143;8,1869
IGP-M;2021-12-10;5,1149;5,2229;1,2405;2,8925;7,9724
IGP-M;2021-12-10;5,5756;5,4901;1,449;2,6143;11,3276
IGP-M;2021-12-10;5,57;5,4296;1,4008;2,6719;11,0764
IGP-M;2021-12-13;5,0768;5,3088;1,3874;2,6143;8,1869
IGP-M;2021-12-13;5,108;5,1618;1,2297;2,9377;7,9188
IGP-M;2021-12-13;5,5497;5,4204;1,4645;2,6143;11,3276
IGP-M;2021-12-13;5,5526;5,383;1,3972;2,6083;11,0137
IGP-M;2021-12-14;4,8186;5,1824;1,3077;2,6143;6,7479
IGP-M;2021-12-14;4,8814;4,8623;1,1477;2,9528;6,679
IGP-M;2021-12-14;5,5497;5,4204;1,4645;2,6143;11,3276
IGP-M;2021-12-14;5,5528;5,3814;1,394;2,5871;10,9929
IGP-M;2021-12-15;4,8604;5,1657;1,2078;2,7118;6,7479
IGP-M;2021-12-15;4,9113;4,8159;1,0865;2,9679;6,6947
IGP-M;2021-12-15;5,554;5,4463;1,4433;2,7118;11,3276
IGP-M;2021-12-15;5,556;5,4089;1,3827;2,5658;10,972
IGP-M;2021-12-16;5,0669;5,1991;1,5362;2,7118;9,5204
IGP-M;2021-12-16;5,1265;4,9276;1,4467;2,983;9,6379
IGP-M;2021-12-16;5,554;5,4463;1,4433;2,7118;11,3276
IGP-M;2021-12-16;5,5562;5,4022;1,3805;2,5446;10,9511
IGP-M;2021-12-17;5,2532;5,2077;1,6655;2,7118;10,2287
IGP-M;2021-12-17;5,2792;5,2913;1,6359;2,5684;10,4581
IGP-M;2021-12-17;5,5701;5,4463;1,3681;2,7118;10,2287
IGP-M;2021-12-17;5,5779;5,4106;1,3353;2,5684;10,4581
IGP-M;2021-12-20;5,2445;5,2888;1,5859;2,7118;10,2287
IGP-M;2021-12-20;5,2521;5,3201;1,5832;2,4926;10,4944
IGP-M;2021-12-20;5,5863;5,4463;1,3657;2,7118;10,2287
IGP-M;2021-12-20;5,5911;5,4014;1,3433;2,4926;10,4944
IGP-M;2021-12-21;5,4271;5,3114;1,6759;2,7118;10,2287
IGP-M;2021-12-21;5,4099;5,3636;1,6332;2,4673;10,5065
IGP-M;2021-12-21;5,6008;5,4463;1,3633;2,7118;10,2287
IGP-M;2021-12-21;5,6012;5,4063;1,3374;2,4673;10,5065
IGP-M;2021-12-22;5,5441;5,3254;1,6214;2,7118;10,2287
IGP-M;2021-12-22;5,5144;5,4231;1,5958;2,442;10,5186
IGP-M;2021-12-22;5,6225;5,5019;1,3575;2,7118;10,2287
IGP-M;2021-12-22;5,6132;5,4264;1,3379;2,442;10,5186
IGP-M;2021-12-23;5,4902;5,3114;1,3469;3,0501;10,2287
IGP-M;2021-12-23;5,4456;5,3843;1,3183;2,4168;10,5307
IGP-M;2021-12-23;5,6584;5,5115;1,3361;3,0501;10,2287
IGP-M;2021-12-23;5,6289;5,4602;1,3331;2,4168;10,5307
IGP-M;2021-12-24;5,6249;5,6337;1,2142;3,1423;9,2677
IGP-M;2021-12-24;5,5957;5,5901;1,2089;3,3015;8,7988
IGP-M;2021-12-24;5,6834;5,6157;1,3595;3,0501;10,2287
IGP-M;2021-12-24;5,6514;5,4872;1,353;2,3915;10,5428
IGP-M;2021-12-27;5,7299;5,7666;1,2252;3,1423;9,2677
IGP-M;2021-12-27;5,6947;5,5789;1,1906;3,2974;8,9598
IGP-M;2021-12-27;5,7208;5,6474;1,3651;3,0501;10,2287
IGP-M;2021-12-27;5,6727;5,5341;1,3641;2,3158;10,5791
IGP-M;2021-12-28;5,6568;5,6611;1,2003;3,1423;9,2677
IGP-M;2021-12-28;5,6377;5,5657;1,1992;3,2923;9,0499
IGP-M;2021-12-28;5,7208;5,6474;1,3651;3,0501;10,2287
IGP-M;2021-12-28;5,6711;5,5263;1,3669;2,2906;10,5912
IGP-M;2021-12-29;5,5732;5,4926;1,2336;3,2923;9,05
IGP-M;2021-12-29;5,5104;5,4;1,2715;3,2898;9,0528
IGP-M;2021-12-29;5,6711;5,5263;1,3669;2,2906;10,5912
IGP-M;2021-12-29;5,6334;5,4361;1,4223;2,2892;10,5926
IGP-M;2021-12-30;5,8469;5,6025;1,4728;3,2923;9,05
IGP-M;2021-12-30;5,8807;5,6246;1,4793;3,2872;9,0557
IGP-M;2021-12-30;5,6646;5,4926;1,3708;2,2906;10,5912
IGP-M;2021-12-30;5,6197;5,4017;1,4247;2,2879;10,5941
IGP-M;2021-12-31;5,6076;5,3778;1,268;3,2923;7,9767
IGP-M;2021-12-31;5,6374;5,6871;1,2807;3,2847;7,9553
IGP-M;2021-12-31;5,6646;5,4926;1,3708;2,2906;10,5912
IGP-M;2021-12-31;5,6137;5,4;1,4238;2,2865;10,5955
IGP-M;2022-01-03;5,7415;5,6755;1,2318;3,2923;7,9767
IGP-M;2022-01-03;5,7308;5,7898;1,2671;3,277;7,9339
IGP-M;2022-01-03;5,6195;5,4873;1,3593;2,2906;10,5912
IGP-M;2022-01-03;5,5915;5,3959;1,4158;2,2824;10,5999
IGP-M;2022-01-04;5,7849;5,7666;1,1648;3,2923;7,9767
IGP-M;2022-01-04;5,7586;5,8782;1,1845;3,2744;7,9267
IGP-M;2022-01-04;5,6351;5,5263;1,3418;2,2906;10,5912
IGP-M;2022-01-04;5,5989;5,4402;1,3928;2,2811;10,6014
IGP-M;2022-01-05;5,6903;5,6755;1,1713;3,2923;7,9767
IGP-M;2022-01-05;5,5868;5,5563;1,1758;3,2719;7,9196
IGP-M;2022-01-05;5,6312;5,4926;1,3312;2,2906;10,5912
IGP-M;2022-01-05;5,5823;5,4;1,3795;2,2797;10,6029
IGP-M;2022-01-06;5,985;5,9;1,401;3,2923;9,7163
IGP-M;2022-01-06;5,8971;5,846;1,4279;3,2693;9,7359
IGP-M;2022-01-06;5,6312;5,4926;1,3312;2,2906;10,5912
IGP-M;2022-01-06;5,5737;5,4;1,3787;2,2783;10,6043
IGP-M;2022-01-07;5,7475;5,6755;1,2535;3,2923;9,7163
IGP-M;2022-01-07;5,5971;5,4681;1,2954;3,2668;9,7381
IGP-M;2022-01-07;5,687;5,5629;1,3161;2,2906;10,5912
IGP-M;2022-01-07;5,6085;5,3869;1,3565;2,277;10,6058
IGP-M;2022-01-10;5,7908;5,6115;1,2464;3,5461;9,7163
IGP-M;2022-01-10;5,5689;5,4121;1,2685;3,5864;9,7447
IGP-M;2022-01-10;5,7316;5,5725;1,2906;2,2906;10,5912
IGP-M;2022-01-10;5,6121;5,419;1,3258;2,2729;10,6102
IGP-M;2022-01-11;5,982;5,7875;1,2819;3,97;9,7163
IGP-M;2022-01-11;5,731;5,5061;1,346;3,97;9,7468
IGP-M;2022-01-11;5,8207;5,6416;1,294;2,2906;10,5912
IGP-M;2022-01-11;5,6974;5,4655;1,3238;2,2716;10,6116
IGP-M;2022-01-12;6,0755;5,85;1,2195;4,3665;9,7163
IGP-M;2022-01-12;5,7476;5,4815;1,2948;4,133;9,749
IGP-M;2022-01-12;5,8298;5,6416;1,3002;2,2906;10,5912
IGP-M;2022-01-12;5,6811;5,4527;1,3302;2,2702;10,6131
IGP-M;2022-01-13;5,9628;5,7938;1,0328;4,3665;8,4571
IGP-M;2022-01-13;5,657;5,4536;1,0679;4,1174;8,0505
IGP-M;2022-01-13;5,8651;5,6416;1,2816;2,2906;10,5912
IGP-M;2022-01-13;5,6754;5,4398;1,3339;2,2688;10,6145
IGP-M;2022-01-14;6,3391;6,0469;1,3904;4,5377;11,3687
IGP-M;2022-01-14;5,9701;5,5171;1,4841;4,3415;10,8775
IGP-M;2022-01-14;5,9958;5,8;1,3444;2,2906;11,3687
IGP-M;2022-01-14;5,7439;5,4363;1,3664;2,2675;10,8775
IGP-M;2022-01-17;6,4252;6,0719;1,3126;4,5377;11,3687
IGP-M;2022-01-17;5,9488;5,5599;1,4094;4,2257;10,791
IGP-M;2022-01-17;6,1171;6,0005;1,2795;3,97;11,3687
IGP-M;2022-01-17;5,7947;5,5066;1,3052;3,97;10,791
IGP-M;2022-01-18;6,3621;6,175;1,2618;4,5377;11,3687
IGP-M;2022-01-18;5,8443;5,5762;1,3339;4,1871;10,7622
IGP-M;2022-01-18;6,1327;6,024;1,2679;3,97;11,3687
IGP-M;2022-01-18;5,7853;5,5127;1,2942;3,97;10,7622
IGP-M;2022-01-19;6,4329;6,3345;1,2503;4,5377;11,3687
IGP-M;2022-01-19;5,8833;5,5601;1,2996;4,4541;10,7334
IGP-M;2022-01-19;6,1491;6,024;1,2762;3,97;11,3687
IGP-M;2022-01-19;5,7617;5,5052;1,296;3,97;10,7334
IGP-M;2022-01-20;6,5793;6,4524;1,2574;4,5377;11,3687
IGP-M;2022-01-20;5,877;5,6114;1,2645;4,2867;10,7046
IGP-M;2022-01-20;6,2138;6,086;1,308;3,97;11,3687
IGP-M;2022-01-20;5,739;5,4888;1,2984;3,97;10,7046
IGP-M;2022-01-21;6,8902;6,6999;1,248;4,3184;10,9699
IGP-M;2022-01-21;5,9141;5,8425;1,239;2,7947;10,0183
IGP-M;2022-01-21;6,6652;6,5465;1,4148;3,97;11,3687
IGP-M;2022-01-21;5,8287;5,6391;1,3639;2,7947;10,6758
IGP-M;2022-01-24;6,8606;6,6999;1,2724;4,3184;10,9699
IGP-M;2022-01-24;5,7237;5,6474;1,2893;2,6058;9,9
IGP-M;2022-01-24;6,6919;6,5486;1,4048;3,97;11,3687
IGP-M;2022-01-24;5,7135;5,5176;1,3743;2,6058;10,5895
IGP-M;2022-01-25;6,8918;6,7372;1,2855;4,3184;10,9699
IGP-M;2022-01-25;5,6829;5,595;1,3181;2,5429;9,8605
IGP-M;2022-01-25;6,6919;6,5486;1,4048;3,97;11,3687
IGP-M;2022-01-25;5,6752;5,4888;1,3762;2,5429;10,5608
IGP-M;2022-01-26;6,9111;6,8372;1,3032;4,3184;10,9699
IGP-M;2022-01-26;5,6696;5,5699;1,3378;2,4801;9,8211
IGP-M;2022-01-26;6,6919;6,5486;1,4048;3,97;11,3687
IGP-M;2022-01-26;5,6371;5,46;1,3784;2,4801;10,532
IGP-M;2022-01-27;6,9705;6,8372;1,3804;3,97;10,9699
IGP-M;2022-01-27;5,6045;5,488;1,4529;2,4173;9,7817
IGP-M;2022-01-27;6,7346;6,5465;1,4278;3,97;11,3687
IGP-M;2022-01-27;5,6121;5,4186;1,4526;2,4173;10,5033
IGP-M;2022-01-28;5,7045;5,4357;1,2857;3,5535;9,5678
IGP-M;2022-01-28;5,7126;5,4821;1,2743;3,5462;9,529
IGP-M;2022-01-28;5,876;5,569;1,4044;3,5535;10,5033
IGP-M;2022-01-28;5,8813;5,5649;1,3967;3,5462;10,4915
IGP-M;2022-01-31;5,7298;5,4993;1,2863;3,5535;9,5678
IGP-M;2022-01-31;5,6714;5,4759;1,2571;3,5241;9,4126
IGP-M;2022-01-31;5,8811;5,569;1,4;3,5535;10,5033
IGP-M;2022-01-31;5,8284;5,528;1,3845;3,5241;10,4563
IGP-M;2022-02-01;5,7298;5,4993;1,2863;3,5535;9,5678
IGP-M;2022-02-01;5,6488;5,4541;1,2518;3,5168;9,3738
IGP-M;2022-02-01;5,8811;5,569;1,4;3,5535;10,5033
IGP-M;2022-02-01;5,8091;5,5062;1,3822;3,5168;10,4445
IGP-M;2022-02-02;5,7939;5,569;1,3074;3,5535;9,5678
IGP-M;2022-02-02;5,6899;5,4844;1,2663;3,5094;9,3351
IGP-M;2022-02-02;5,9065;5,5952;1,4089;3,5535;10,5033
IGP-M;2022-02-02;5,8137;5,4949;1,3873;3,5094;10,4328
IGP-M;2022-02-03;5,7861;5,5752;1,2038;3,5535;8,9651
IGP-M;2022-02-03;5,6604;5,4663;1,1597;3,5021;8,8327
IGP-M;2022-02-03;5,9065;5,5952;1,4089;3,5535;10,5033
IGP-M;2022-02-03;5,7941;5,4713;1,3851;3,5021;10,421
IGP-M;2022-02-04;6,6895;6,227;1,6715;4,6426;9,7922
IGP-M;2022-02-04;6,523;6,1308;1,6392;4,5976;9,6461
IGP-M;2022-02-04;6,0162;5,5952;1,5225;3,5535;10,5033
IGP-M;2022-02-04;5,8777;5,4701;1,4957;3,4947;10,4093
IGP-M;2022-02-07;6,4922;6,0563;1,6971;3,97;9,7922
IGP-M;2022-02-07;6,2491;6,036;1,6597;4,0108;9,5914
IGP-M;2022-02-07;6,0625;5,5952;1,5137;3,5535;10,5033
IGP-M;2022-02-07;5,8495;5,4622;1,475;3,4727;10,374
IGP-M;2022-02-08;6,5335;6,0792;1,6245;3,97;9,7922
IGP-M;2022-02-08;6,2389;6,0062;1,5887;4,0145;9,5731
IGP-M;2022-02-08;6,0989;5,7183;1,5001;3,5535;10,5033
IGP-M;2022-02-08;5,8535;5,4677;1,4586;3,4653;10,3623
IGP-M;2022-02-09;6,43;6,0792;1,5308;3,97;9,7922
IGP-M;2022-02-09;6,1444;5,8494;1,4994;4,0182;9,5549
IGP-M;2022-02-09;6,1489;5,8026;1,4709;3,5535;10,5033
IGP-M;2022-02-09;5,858;5,4645;1,4417;3,458;10,3505
IGP-M;2022-02-10;6,4872;6,1599;1,5473;3,97;9,7922
IGP-M;2022-02-10;6,1577;5,8255;1,4906;4,0219;9,5367
IGP-M;2022-02-10;6,1947;5,8523;1,4827;3,5535;10,5033
IGP-M;2022-02-10;5,869;5,515;1,4456;3,4506;10,3388
IGP-M;2022-02-11;6,3993;6,0792;1,4269;4,6426;10,8868
IGP-M;2022-02-11;5,9246;5,587;1,3761;4,2352;10,5047
IGP-M;2022-02-11;6,2825;5,9756;1,4615;3,5535;10,8868
IGP-M;2022-02-11;5,8892;5,4937;1,4202;3,4433;10,5047
IGP-M;2022-02-14;6,4319;6,0792;1,4092;4,6426;10,8868
IGP-M;2022-02-14;5,8364;5,4308;1,3452;4,0691;10,4284
IGP-M;2022-02-14;6,315;6,0645;1,4573;3,5535;10,8868
IGP-M;2022-02-14;5,8252;5,5052;1,4114;3,4213;10,4284
IGP-M;2022-02-15;6,4804;6,2357;1,3651;4,6426;10,8868
IGP-M;2022-02-15;5,8061;5,6463;1,308;4,0138;10,403
IGP-M;2022-02-15;6,37;6,0898;1,4378;3,5535;10,8868
IGP-M;2022-02-15;5,8252;5,5074;1,3921;3,4139;10,403
IGP-M;2022-02-16;6,5026;6,2357;1,3756;4,6426;10,8868
IGP-M;2022-02-16;5,7495;5,5048;1,3067;3,9585;10,3776
IGP-M;2022-02-16;6,3944;6,1331;1,4342;3,5535;10,8868
IGP-M;2022-02-16;5,802;5,4566;1,3873;3,4066;10,3776
IGP-M;2022-02-17;6,6133;6,3747;1,4213;4,6426;10,8868
IGP-M;2022-02-17;5,8015;5,7295;1,3569;3,9033;10,3522
IGP-M;2022-02-17;6,4022;6,1673;1,4236;3,5535;10,8868
IGP-M;2022-02-17;5,7581;5,4942;1,3579;3,3992;10,3522
IGP-M;2022-02-18;6,9113;6,8906;1,0767;4,6336;9,2212
IGP-M;2022-02-18;5,7896;5,7129;1,0555;3,5038;8,2586
IGP-M;2022-02-18;6,7444;6,6522;1,2853;4,1978;10,8868
IGP-M;2022-02-18;5,8013;5,6536;1,2172;3,5038;10,3268
IGP-M;2022-02-21;6,9137;6,8906;1,0962;4,6336;9,2212
IGP-M;2022-02-21;5,6377;5,5708;1,065;3,2922;8,128
IGP-M;2022-02-21;6,8016;6,7597;1,2966;4,1978;10,8868
IGP-M;2022-02-21;5,6868;5,5341;1,2306;3,2922;10,2506
IGP-M;2022-02-22;7,018;7,0106;1,2027;4,6336;10,5884
IGP-M;2022-02-22;5,6905;5,5397;1,1671;3,2217;9,1343
IGP-M;2022-02-22;6,8341;6,7597;1,3311;4,1978;10,8868
IGP-M;2022-02-22;5,6599;5,5079;1,2529;3,2217;10,2253
IGP-M;2022-02-23;7,0347;7,0329;1,205;4,6336;10,5884
IGP-M;2022-02-23;5,6446;5,503;1,1844;3,1513;9,0787
IGP-M;2022-02-23;6,8194;6,706;1,3272;4,1978;10,8868
IGP-M;2022-02-23;5,5945;5,4607;1,2556;3,1513;10,1999
IGP-M;2022-02-24;7,0143;7,0106;1,1831;4,6336;10,5884
IGP-M;2022-02-24;5,5852;5,4665;1,1719;3,0809;9,0232
